2, 1.209096
3, 1.010712
4, 1.208344
5, 1.006840
6, 1.205255
7, 1.092904
8, 1.053174
9, 1.136224
10, 1.027388
11, 1.080619
12, 1.028999
13, 1.041362
14, 1.141782
15, 1.149627
16, 1.160673
17, 1.128881
18, 1.072624
19, 1.078866
20, 1.079367
